2D,3D,4D,answer,type
"In rectangle ABCD, let M be the midpoint of side CD. Are points C, M, and D collinear?","In rectangular solid ABCD-EFGH, let M be the center of face CDHG. Are points C, D, H, and M coplanar?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), let M be the center of 3D hyperplane CDHG-KLOP. Are points C, D, H, K, and M cohyperplanar?",A,3
Line t is tangent to circle O at point A. Does line t intersect circle O?,Plane T is tangent to sphere O at point A. Does plane T intersect sphere O?,3D hyperplane T is tangent to 3-sphere O at point A. Does 3D hyperplane T intersect the 3-sphere O?,A,2
"In triangle ABC, let H be the foot of the altitude from A to line BC. What is the relationship between line AH and line BC?","In tetrahedron ABCD, let H be the foot of the altitude from A to plane BCD. What is the relationship between line AH and plane BCD?","In 5-cell ABCDE, let H be the foot of the altitude from A to 3D hyperplane BCDE. What is the relationship between line AH and 3D hyperplane BCDE?",B,1
Line n is tangent to circle O at point A. What is the relationship between line n and line OA?,Plane N is tangent to sphere O at point A. What is the relationship between plane N and line OA?,3D hyperplane N is tangent to 3-sphere O at point A. What is the relationship between 3D hyperplane N and line OA?,B,1
"In triangle ABC, let N be the midpoint of side AB. What is the relationship between line CN and line AB?","In tetrahedron ABCD, let N be the centroid of face ABC. What is the relationship between line DN and plane ABC?","In 5-cell ABCDE, let N be the centroid of 3D hyperplane ABCD. What is the relationship between line EN and 3D hyperplane ABCD?",A,2
Line p is tangent to circle O at point B. Does line p intersect circle O?,Plane P is tangent to sphere O at point B. Does plane P intersect sphere O?,3D hyperplane P is tangent to 3-sphere O at point B. Does 3D hyperplane P intersect the 3-sphere O?,A,2
Line d lies in the plane of circle O and passes through point A on the circle but not through O. Does line d intersect circle O?,Plane D passes through point A on sphere O but not through O. Does plane D intersect sphere O?,3D hyperplane D passes through point A on the 3-sphere O but not through O. Does 3D hyperplane D intersect the 3-sphere O?,A,2
Line u lies in the plane of circle O and is disjoint from circle O. Does line u intersect circle O?,Plane U is disjoint from sphere O. Does plane U intersect sphere O?,3D hyperplane U is disjoint from the 3-sphere O. Does 3D hyperplane U intersect the 3-sphere O?,B,2
"Line v lies in the plane of circle O, and no further position relative to circle O is given. Does line v intersect circle O?",Plane V is given relative to sphere O with no further position information. Does plane V intersect sphere O?,3D hyperplane V is given relative to the 3-sphere O with no further position information. Does 3D hyperplane V intersect the 3-sphere O?,C,2
"In rectangle ABCD, let X be the midpoint of side AB. Are points A, X, and B collinear?","In rectangular solid ABCD-EFGH, let X be the center of face ABFE. Are points A, B, E, and X coplanar?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), let X be the center of 3D hyperplane ABFE-IJNM. Are points A, B, E, I, and X cohyperplanar?",A,3
"In rectangle ABCD, let P be any point in the plane. Are points A, C, and P collinear?","In rectangular solid ABCD-EFGH, let P be any point in space. Are points A, C, G, and P coplanar?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), let P be any point in 4D space. Are points A, C, G, K, and P cohyperplanar?",C,3
"On circle O, let A and B be endpoints of a diameter. Are points A, O, and B collinear?","On sphere O, let A, B, and C lie in a plane through O. Are points A, B, C, and O coplanar?","On 3-sphere O, let A, B, C, and D lie in a 3D hyperplane through O. Are points A, B, C, D, and O cohyperplanar?",A,3
"On circle O, let A and B be endpoints of a chord that is not a diameter. Are points A, O, and B collinear?","On sphere O, let A, B, and C lie in a plane that does not pass through O. Are points A, B, C, and O coplanar?","On 3-sphere O, let A, B, C, and D lie in a 3D hyperplane that does not pass through O. Are points A, B, C, D, and O cohyperplanar?",B,3
"On circle O, let A be a point on the circle and let X be any point in the plane. Are points A, O, and X collinear?","On sphere O, let A, B, and C be points on the sphere and let X be any point in space. Are points A, B, C, O, and X coplanar?","On 3-sphere O, let A, B, C, and D be points on the 3-sphere and let X be any point in 4D space. Are points A, B, C, D, O, and X cohyperplanar?",C,3
"In rectangle ABCD, what is the relationship between line CD and line DA?","In rectangular solid ABCD-EFGH, what is the relationship between plane CDHG and plane ADHE?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), what is the relationship between 3D hyperplane CDHG-KLOP and 3D hyperplane ADHE-ILPM?",C,1
Line q is tangent to circle O at point C. What is the relationship between line q and line OC?,Plane Q is tangent to sphere O at point C. What is the relationship between plane Q and line OC?,3D hyperplane Q is tangent to 3-sphere O at point C. What is the relationship between 3D hyperplane Q and line OC?,B,1
"In triangle ABC, let F be any point not stated to lie on line BC. What is the relationship between line AF and line BC?","In tetrahedron ABCD, let F be any point not stated to lie in plane BCD. What is the relationship between plane ACF and plane BCD?","In 5-cell ABCDE, let F be any point not stated to lie in 3D hyperplane BCDE. What is the relationship between 3D hyperplane ADFE and 3D hyperplane BCDE?",D,1
"In triangle ABC, let D be the midpoint of side BC. Are points B, D, and C collinear?","In tetrahedron ABCD, let E be the centroid of face BCD. Are points B, C, D, and E coplanar?","In 5-cell ABCDE, let F be the centroid of 3D hyperplane BCDE. Are points B, C, D, E, and F cohyperplanar?",A,3
"In rectangle ABCD, do lines AB and BC intersect?","In rectangular solid ABCD-EFGH, do planes ABFE and BCGF intersect?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), do 3D hyperplanes ABFE-IJNM and BCGF-JKON intersect?",A,2
"In rectangle ABCD, what is the relationship between line AC and line BD?","In rectangular solid ABCD-EFGH, what is the relationship between plane AECG and plane BDFH?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), what is the relationship between 3D hyperplane AECG-IMOK and 3D hyperplane BDFH-JLPN?",B,1
Line l lies in the plane of circle O and passes through point A on the circle. Does line l intersect circle O?,Plane P passes through point A on sphere O. Does plane P intersect sphere O?,3D hyperplane R passes through point A on the 3-sphere O. Does 3D hyperplane R intersect the 3-sphere O?,A,2
Line m lies in the plane of circle O and is tangent to circle O at point B. Does line m intersect circle O?,Plane M is tangent to sphere O at point B. Does plane M intersect sphere O?,3D hyperplane M is tangent to 3-sphere O at point B. Does 3D hyperplane M intersect the 3-sphere O?,A,2
Line n lies in the plane of circle O and does not meet circle O. Does line n intersect circle O?,Plane N does not meet sphere O. Does plane N intersect sphere O?,3D hyperplane N does not meet the 3-sphere O. Does 3D hyperplane N intersect the 3-sphere O?,B,2
"Line p lies in the plane of circle O, but no position relative to circle O is given. Does line p intersect circle O?",Plane P has no stated position relative to sphere O. Does plane P intersect sphere O?,3D hyperplane P has no stated position relative to the 3-sphere O. Does 3D hyperplane P intersect the 3-sphere O?,C,2
"In triangle ABC, let I be the incenter. Does line AI intersect line BC?","In tetrahedron ABCD, let I be the incenter. Does line AI intersect plane BCD?","In 5-cell ABCDE, let I be the incenter. Does line AI intersect 3D hyperplane BCDE?",A,2
"In rectangle ABCD, what is the relationship between line AC and line AB?","In rectangular solid ABCD-EFGH, what is the relationship between plane ACFG and plane ABFE?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), what is the relationship between 3D hyperplane ACFG-IKNO and 3D hyperplane ABFE-IJNM?",C,1
Line s is tangent to circle O at point D. Is point D on line s?,Plane S is tangent to sphere O at point D. Is point D in plane S?,3D hyperplane S is tangent to 3-sphere O at point D. Is point D in 3D hyperplane S?,A,3
"On circle O, let A and B be endpoints of a diameter. Does line AB intersect circle O?","On sphere O, let triangle ABC lie in a plane through O. Does plane ABC intersect sphere O?","On 3-sphere O, let tetrahedron ABCD lie in a 3D hyperplane through O. Does 3D hyperplane ABCD intersect the 3-sphere O?",A,2
"In triangle ABC, let E be any point not stated to lie on line AC. Are points A, E, and C collinear?","In tetrahedron ABCD, let E be any point not stated to lie in plane ACD. Are points A, C, D, and E coplanar?","In 5-cell ABCDE, let F be any point not stated to lie in 3D hyperplane ACDE. Are points A, C, D, E, and F cohyperplanar?",C,3
"In triangle ABC, let F be the midpoint of side AB. Does line CF intersect line AB?","In tetrahedron ABCD, let F be the centroid of face ABC. Does line DF intersect plane ABC?","In 5-cell ABCDE, let F be the centroid of 3D hyperplane ABCD. Does line EF intersect 3D hyperplane ABCD?",A,2
Line g is tangent to circle O at point P. What is the relationship between line g and line OP?,Plane G is tangent to sphere O at point P. What is the relationship between plane G and line OP?,3D hyperplane G is tangent to 3-sphere O at point P. What is the relationship between 3D hyperplane G and line OP?,B,1
"On circle O, let A and B be endpoints of a chord. Does line AB intersect circle O?","On sphere O, let triangle ABC lie in a plane. Does plane ABC intersect sphere O?","On 3-sphere O, let tetrahedron ABCD lie in a 3D hyperplane. Does 3D hyperplane ABCD intersect the 3-sphere O?",A,2
"On circle O, let A be a point on the circle. Does line OA intersect circle O?","On sphere O, let A be a point on the sphere. Does line OA intersect sphere O?","On 3-sphere O, let A be a point on the 3-sphere. Does line OA intersect the 3-sphere O?",A,2
"In triangle ABC, let D be any point not stated to lie on line BC. Are points B, D, and C collinear?","In tetrahedron ABCD, let E be any point not stated to lie in plane BCD. Are points B, C, D, and E coplanar?","In 5-cell ABCDE, let F be any point not stated to lie in 3D hyperplane BCDE. Are points B, C, D, E, and F cohyperplanar?",C,3
"In rectangle ABCD, let X be the intersection point of diagonals AC and BD. Are points B, X, and D collinear?","In rectangular solid ABCD-EFGH, let X be the center of plane BDFH. Are points B, D, H, and X coplanar?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), let X be the center of 3D hyperplane BDFH-JLPN. Are points B, D, H, J, and X cohyperplanar?",A,3
"In triangle ABC, does line AB intersect line AC?","In tetrahedron ABCD, do planes ABC and ACD intersect?","In 5-cell ABCDE, do 3D hyperplanes ABCD and ACDE intersect?",A,2
"In rectangle ABCD, does line AB intersect line CD?","In rectangular solid ABCD-EFGH, do planes ABFE and CDHG intersect?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), do 3D hyperplanes ABFE-IJNM and CDHG-KLOP intersect?",B,2
Line z lies in the plane of circle O but no position relative to the circle is given. Does line z intersect circle O?,Plane Z has no stated position relative to sphere O. Does plane Z intersect sphere O?,3D hyperplane Z has no stated position relative to the 3-sphere O. Does 3D hyperplane Z intersect the 3-sphere O?,C,2
"In triangle ABC, let E be the foot of the altitude from B to line AC. Are points A, E, and C collinear?","In tetrahedron ABCD, let E be the foot of the altitude from B to plane ACD. Are points A, C, D, and E coplanar?","In 5-cell ABCDE, let E be the foot of the altitude from B to 3D hyperplane ACDE. Are points A, C, D, E, and E cohyperplanar?",A,3
"In rectangle ABCD, what is the relationship between line BD and line AD?","In rectangular solid ABCD-EFGH, what is the relationship between plane BDFH and plane ADHE?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), what is the relationship between 3D hyperplane BDFH-JLPN and 3D hyperplane ADHE-ILPM?",C,1
"In triangle ABC, what is the relationship between line AB and line BC?","In tetrahedron ABCD, what is the relationship between plane ABC and plane BCD?","In 5-cell ABCDE, what is the relationship between 3D hyperplanes ABCD and BCDE?",C,1
"In rectangle ABCD, let P be any point in the plane. Are points A, P, and C collinear?","In rectangular solid ABCD-EFGH, let P be any point in space. Are points A, C, G, and P coplanar?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), let P be any point in 4D space. Are points A, C, G, K, and P cohyperplanar?",C,3
"In triangle ABC, let J be any point in the plane. What is the relationship between line AJ and line BC?","In tetrahedron ABCD, let J be any point in space. What is the relationship between plane ABJ and plane BCD?","In 5-cell ABCDE, let J be any point in 4D space. What is the relationship between 3D hyperplane ABCJ and 3D hyperplane BCDE?",D,1
